"OBJECTID","ID_0","ISO","NAME_0","ID_1","NAME_1","ID_2","NAME_2","ID_3","NAME_3","CCN_3","CCA_3","TYPE_3","ENGTYPE_3","NL_NAME_3","VARNAME_3"
1,223,"CHE","Switzerland",1,"Aargau",1,"Aarau",1,"Aarau",NA,"","Commune","Municipality","",""
2,223,"CHE","Switzerland",1,"Aargau",1,"Aarau",2,"Biberstein",NA,"","Commune","Municipality","",""
3,223,"CHE","Switzerland",1,"Aargau",1,"Aarau",3,"Buchs",NA,"","Commune","Municipality","",""
4,223,"CHE","Switzerland",1,"Aargau",1,"Aarau",4,"Densbüren",NA,"","Commune","Municipality","",""
5,223,"CHE","Switzerland",1,"Aargau",1,"Aarau",5,"Erlinsbach",NA,"","Commune","Municipality","",""
6,223,"CHE","Switzerland",1,"Aargau",1,"Aarau",6,"Gränichen",NA,"","Commune","Municipality","",""
7,223,"CHE","Switzerland",1,"Aargau",1,"Aarau",7,"Hirschthal",NA,"","Commune","Municipality","",""
8,223,"CHE","Switzerland",1,"Aargau",1,"Aarau",8,"Küttigen",NA,"","Commune","Municipality","",""
9,223,"CHE","Switzerland",1,"Aargau",1,"Aarau",9,"Muhen",NA,"","Commune","Municipality","",""
10,223,"CHE","Switzerland",1,"Aargau",1,"Aarau",10,"Oberentfelden",NA,"","Commune","Municipality","",""
11,223,"CHE","Switzerland",1,"Aargau",1,"Aarau",11,"Rohr",NA,"","Commune","Municipality","",""
12,223,"CHE","Switzerland",1,"Aargau",1,"Aarau",12,"Suhr",NA,"","Commune","Municipality","",""
13,223,"CHE","Switzerland",1,"Aargau",1,"Aarau",13,"Unterentfelden",NA,"","Commune","Municipality","",""
14,223,"CHE","Switzerland",1,"Aargau",2,"Baden",14,"Baden",NA,"","Commune","Municipality","",""
15,223,"CHE","Switzerland",1,"Aargau",2,"Baden",15,"Bellikon",NA,"","Commune","Municipality","",""
16,223,"CHE","Switzerland",1,"Aargau",2,"Baden",16,"Bergdietikon",NA,"","Commune","Municipality","",""
17,223,"CHE","Switzerland",1,"Aargau",2,"Baden",17,"Birmenstorf",NA,"","Commune","Municipality","",""
18,223,"CHE","Switzerland",1,"Aargau",2,"Baden",18,"Ehrendingen",NA,"","Commune","Municipality","",""
19,223,"CHE","Switzerland",1,"Aargau",2,"Baden",19,"Ennetbaden",NA,"","Commune","Municipality","",""
20,223,"CHE","Switzerland",1,"Aargau",2,"Baden",20,"Fislisbach",NA,"","Commune","Municipality","",""
21,223,"CHE","Switzerland",1,"Aargau",2,"Baden",21,"Freienwil",NA,"","Commune","Municipality","",""
22,223,"CHE","Switzerland",1,"Aargau",2,"Baden",22,"Gebenstorf",NA,"","Commune","Municipality","",""
23,223,"CHE","Switzerland",1,"Aargau",2,"Baden",23,"Künten",NA,"","Commune","Municipality","",""
24,223,"CHE","Switzerland",1,"Aargau",2,"Baden",24,"Killwangen",NA,"","Commune","Municipality","",""
25,223,"CHE","Switzerland",1,"Aargau",2,"Baden",25,"Mägenwil",NA,"","Commune","Municipality","",""
26,223,"CHE","Switzerland",1,"Aargau",2,"Baden",26,"Mellingen",NA,"","Commune","Municipality","",""
27,223,"CHE","Switzerland",1,"Aargau",2,"Baden",27,"Neuenhof",NA,"","Commune","Municipality","",""
28,223,"CHE","Switzerland",1,"Aargau",2,"Baden",28,"Niederrohrdorf",NA,"","Commune","Municipality","",""
29,223,"CHE","Switzerland",1,"Aargau",2,"Baden",29,"Oberrohrdorf",NA,"","Commune","Municipality","",""
30,223,"CHE","Switzerland",1,"Aargau",2,"Baden",30,"Obersiggenthal",NA,"","Commune","Municipality","",""
31,223,"CHE","Switzerland",1,"Aargau",2,"Baden",31,"Remetschwil",NA,"","Commune","Municipality","",""
32,223,"CHE","Switzerland",1,"Aargau",2,"Baden",32,"Spreitenbach",NA,"","Commune","Municipality","",""
33,223,"CHE","Switzerland",1,"Aargau",2,"Baden",33,"Stetten",NA,"","Commune","Municipality","",""
34,223,"CHE","Switzerland",1,"Aargau",2,"Baden",34,"Turgi",NA,"","Commune","Municipality","",""
35,223,"CHE","Switzerland",1,"Aargau",2,"Baden",35,"Untersiggenthal",NA,"","Commune","Municipality","",""
36,223,"CHE","Switzerland",1,"Aargau",2,"Baden",36,"Würenlingen",NA,"","Commune","Municipality","",""
37,223,"CHE","Switzerland",1,"Aargau",2,"Baden",37,"Würenlos",NA,"","Commune","Municipality","",""
38,223,"CHE","Switzerland",1,"Aargau",2,"Baden",38,"Wettingen",NA,"","Commune","Municipality","",""
39,223,"CHE","Switzerland",1,"Aargau",2,"Baden",39,"Wohlenschwil",NA,"","Commune","Municipality","",""
40,223,"CHE","Switzerland",1,"Aargau",3,"Bremgarten",40,"Arni",NA,"","Commune","Municipality","",""
41,223,"CHE","Switzerland",1,"Aargau",3,"Bremgarten",41,"Büttikon",NA,"","Commune","Municipality","",""
42,223,"CHE","Switzerland",1,"Aargau",3,"Bremgarten",42,"Berikon",NA,"","Commune","Municipality","",""
43,223,"CHE","Switzerland",1,"Aargau",3,"Bremgarten",43,"Bremgarten",NA,"","Commune","Municipality","",""
44,223,"CHE","Switzerland",1,"Aargau",3,"Bremgarten",44,"Dottikon",NA,"","Commune","Municipality","",""
45,223,"CHE","Switzerland",1,"Aargau",3,"Bremgarten",45,"Eggenwil",NA,"","Commune","Municipality","",""
46,223,"CHE","Switzerland",1,"Aargau",3,"Bremgarten",46,"Fischbach-Göslikon",NA,"","Commune","Municipality","",""
47,223,"CHE","Switzerland",1,"Aargau",3,"Bremgarten",47,"Hägglingen",NA,"","Commune","Municipality","",""
48,223,"CHE","Switzerland",1,"Aargau",3,"Bremgarten",48,"Hermetschwil-Staffeln",NA,"","Commune","Municipality","",""
49,223,"CHE","Switzerland",1,"Aargau",3,"Bremgarten",49,"Hilfikon",NA,"","Commune","Municipality","",""
50,223,"CHE","Switzerland",1,"Aargau",3,"Bremgarten",50,"Islisberg",NA,"","Commune","Municipality","",""
51,223,"CHE","Switzerland",1,"Aargau",3,"Bremgarten",51,"Jonen",NA,"","Commune","Municipality","",""
52,223,"CHE","Switzerland",1,"Aargau",3,"Bremgarten",52,"Niederwil",NA,"","Commune","Municipality","",""
53,223,"CHE","Switzerland",1,"Aargau",3,"Bremgarten",53,"Oberlunkhofen",NA,"","Commune","Municipality","",""
54,223,"CHE","Switzerland",1,"Aargau",3,"Bremgarten",54,"Oberwil-Lieli",NA,"","Commune","Municipality","",""
55,223,"CHE","Switzerland",1,"Aargau",3,"Bremgarten",55,"Rudolfstetten-Friedlisberg",NA,"","Commune","Municipality","",""
56,223,"CHE","Switzerland",1,"Aargau",3,"Bremgarten",56,"Sarmenstorf",NA,"","Commune","Municipality","",""
57,223,"CHE","Switzerland",1,"Aargau",3,"Bremgarten",57,"Tägerig",NA,"","Commune","Municipality","",""
58,223,"CHE","Switzerland",1,"Aargau",3,"Bremgarten",58,"Uezwil",NA,"","Commune","Municipality","",""
59,223,"CHE","Switzerland",1,"Aargau",3,"Bremgarten",59,"Unterlunkhofen",NA,"","Commune","Municipality","",""
60,223,"CHE","Switzerland",1,"Aargau",3,"Bremgarten",60,"Villmergen",NA,"","Commune","Municipality","",""
61,223,"CHE","Switzerland",1,"Aargau",3,"Bremgarten",61,"Widen",NA,"","Commune","Municipality","",""
62,223,"CHE","Switzerland",1,"Aargau",3,"Bremgarten",62,"Wohlen",NA,"","Commune","Municipality","",""
63,223,"CHE","Switzerland",1,"Aargau",3,"Bremgarten",63,"Zufikon",NA,"","Commune","Municipality","",""
64,223,"CHE","Switzerland",1,"Aargau",4,"Brugg",64,"Auenstein",NA,"","Commune","Municipality","",""
65,223,"CHE","Switzerland",1,"Aargau",4,"Brugg",65,"Bözen",NA,"","Commune","Municipality","",""
66,223,"CHE","Switzerland",1,"Aargau",4,"Brugg",66,"Birr",NA,"","Commune","Municipality","",""
67,223,"CHE","Switzerland",1,"Aargau",4,"Brugg",67,"Birrhard",NA,"","Commune","Municipality","",""
68,223,"CHE","Switzerland",1,"Aargau",4,"Brugg",68,"Brugg",NA,"","Commune","Municipality","",""
69,223,"CHE","Switzerland",1,"Aargau",4,"Brugg",69,"Effingen",NA,"","Commune","Municipality","",""
70,223,"CHE","Switzerland",1,"Aargau",4,"Brugg",70,"Elfingen",NA,"","Commune","Municipality","",""
71,223,"CHE","Switzerland",1,"Aargau",4,"Brugg",71,"Gallenkirch",NA,"","Commune","Municipality","",""
72,223,"CHE","Switzerland",1,"Aargau",4,"Brugg",72,"Habsburg",NA,"","Commune","Municipality","",""
73,223,"CHE","Switzerland",1,"Aargau",4,"Brugg",73,"Hausen",NA,"","Commune","Municipality","",""
74,223,"CHE","Switzerland",1,"Aargau",4,"Brugg",74,"Hottwil",NA,"","Commune","Municipality","",""
75,223,"CHE","Switzerland",1,"Aargau",4,"Brugg",75,"Linn",NA,"","Commune","Municipality","",""
76,223,"CHE","Switzerland",1,"Aargau",4,"Brugg",76,"Lupfig",NA,"","Commune","Municipality","",""
77,223,"CHE","Switzerland",1,"Aargau",4,"Brugg",77,"Mönthal",NA,"","Commune","Municipality","",""
78,223,"CHE","Switzerland",1,"Aargau",4,"Brugg",78,"Mülligen",NA,"","Commune","Municipality","",""
79,223,"CHE","Switzerland",1,"Aargau",4,"Brugg",79,"Mandach",NA,"","Commune","Municipality","",""
80,223,"CHE","Switzerland",1,"Aargau",4,"Brugg",80,"Oberbözberg",NA,"","Commune","Municipality","",""
81,223,"CHE","Switzerland",1,"Aargau",4,"Brugg",81,"Oberflachs",NA,"","Commune","Municipality","",""
82,223,"CHE","Switzerland",1,"Aargau",4,"Brugg",82,"Rüfenach",NA,"","Commune","Municipality","",""
83,223,"CHE","Switzerland",1,"Aargau",4,"Brugg",83,"Remigen",NA,"","Commune","Municipality","",""
84,223,"CHE","Switzerland",1,"Aargau",4,"Brugg",84,"Riniken",NA,"","Commune","Municipality","",""
85,223,"CHE","Switzerland",1,"Aargau",4,"Brugg",85,"Scherz",NA,"","Commune","Municipality","",""
86,223,"CHE","Switzerland",1,"Aargau",4,"Brugg",86,"Schinznach Bad",NA,"","Commune","Municipality","",""
87,223,"CHE","Switzerland",1,"Aargau",4,"Brugg",87,"Schinznach Dorf",NA,"","Commune","Municipality","",""
88,223,"CHE","Switzerland",1,"Aargau",4,"Brugg",88,"Thalheim",NA,"","Commune","Municipality","",""
89,223,"CHE","Switzerland",1,"Aargau",4,"Brugg",89,"Umiken",NA,"","Commune","Municipality","",""
90,223,"CHE","Switzerland",1,"Aargau",4,"Brugg",90,"Unterbözberg",NA,"","Commune","Municipality","",""
91,223,"CHE","Switzerland",1,"Aargau",4,"Brugg",91,"Veltheim",NA,"","Commune","Municipality","",""
92,223,"CHE","Switzerland",1,"Aargau",4,"Brugg",92,"Villigen",NA,"","Commune","Municipality","",""
93,223,"CHE","Switzerland",1,"Aargau",4,"Brugg",93,"Villnachern",NA,"","Commune","Municipality","",""
94,223,"CHE","Switzerland",1,"Aargau",4,"Brugg",94,"Windisch",NA,"","Commune","Municipality","",""
95,223,"CHE","Switzerland",1,"Aargau",5,"Kulm",95,"Beinwil am See",NA,"","Commune","Municipality","",""
96,223,"CHE","Switzerland",1,"Aargau",5,"Kulm",96,"Birrwil",NA,"","Commune","Municipality","",""
97,223,"CHE","Switzerland",1,"Aargau",5,"Kulm",97,"Burg",NA,"","Commune","Municipality","",""
98,223,"CHE","Switzerland",1,"Aargau",5,"Kulm",98,"Dürrenäsch",NA,"","Commune","Municipality","",""
99,223,"CHE","Switzerland",1,"Aargau",5,"Kulm",99,"Gontenschwil",NA,"","Commune","Municipality","",""
100,223,"CHE","Switzerland",1,"Aargau",5,"Kulm",100,"Hallwilersee",NA,"","Water body","Water body","",""
101,223,"CHE","Switzerland",1,"Aargau",5,"Kulm",101,"Holziken",NA,"","Commune","Municipality","",""
102,223,"CHE","Switzerland",1,"Aargau",5,"Kulm",102,"Leimbach",NA,"","Commune","Municipality","",""
103,223,"CHE","Switzerland",1,"Aargau",5,"Kulm",103,"Leutwil",NA,"","Commune","Municipality","",""
104,223,"CHE","Switzerland",1,"Aargau",5,"Kulm",104,"Menziken",NA,"","Commune","Municipality","",""
105,223,"CHE","Switzerland",1,"Aargau",5,"Kulm",105,"Oberkulm",NA,"","Commune","Municipality","",""
106,223,"CHE","Switzerland",1,"Aargau",5,"Kulm",106,"Reinach",NA,"","Commune","Municipality","",""
107,223,"CHE","Switzerland",1,"Aargau",5,"Kulm",107,"Schöftland",NA,"","Commune","Municipality","",""
108,223,"CHE","Switzerland",1,"Aargau",5,"Kulm",108,"Schlossrued",NA,"","Commune","Municipality","",""
109,223,"CHE","Switzerland",1,"Aargau",5,"Kulm",109,"Schmiedrued",NA,"","Commune","Municipality","",""
110,223,"CHE","Switzerland",1,"Aargau",5,"Kulm",110,"Teufenthal",NA,"","Commune","Municipality","",""
111,223,"CHE","Switzerland",1,"Aargau",5,"Kulm",111,"Unterkulm",NA,"","Commune","Municipality","",""
112,223,"CHE","Switzerland",1,"Aargau",5,"Kulm",112,"Zetzwil",NA,"","Commune","Municipality","",""
113,223,"CHE","Switzerland",1,"Aargau",6,"Laufenburg",113,"Eiken",NA,"","Commune","Municipality","",""
114,223,"CHE","Switzerland",1,"Aargau",6,"Laufenburg",114,"Etzgen",NA,"","Commune","Municipality","",""
115,223,"CHE","Switzerland",1,"Aargau",6,"Laufenburg",115,"Frick",NA,"","Commune","Municipality","",""
116,223,"CHE","Switzerland",1,"Aargau",6,"Laufenburg",116,"Gansingen",NA,"","Commune","Municipality","",""
117,223,"CHE","Switzerland",1,"Aargau",6,"Laufenburg",117,"Gipf-Oberfrick",NA,"","Commune","Municipality","",""
118,223,"CHE","Switzerland",1,"Aargau",6,"Laufenburg",118,"Herznach",NA,"","Commune","Municipality","",""
119,223,"CHE","Switzerland",1,"Aargau",6,"Laufenburg",119,"Hornussen",NA,"","Commune","Municipality","",""
120,223,"CHE","Switzerland",1,"Aargau",6,"Laufenburg",120,"Ittenthal",NA,"","Commune","Municipality","",""
121,223,"CHE","Switzerland",1,"Aargau",6,"Laufenburg",121,"Kaisten",NA,"","Commune","Municipality","",""
122,223,"CHE","Switzerland",1,"Aargau",6,"Laufenburg",122,"Laufenburg",NA,"","Commune","Municipality","",""
123,223,"CHE","Switzerland",1,"Aargau",6,"Laufenburg",123,"Münchwilen",NA,"","Commune","Municipality","",""
124,223,"CHE","Switzerland",1,"Aargau",6,"Laufenburg",124,"Mettau",NA,"","Commune","Municipality","",""
125,223,"CHE","Switzerland",1,"Aargau",6,"Laufenburg",125,"Oberhof",NA,"","Commune","Municipality","",""
126,223,"CHE","Switzerland",1,"Aargau",6,"Laufenburg",126,"Oberhofen",NA,"","Commune","Municipality","",""
127,223,"CHE","Switzerland",1,"Aargau",6,"Laufenburg",127,"Oeschgen",NA,"","Commune","Municipality","",""
128,223,"CHE","Switzerland",1,"Aargau",6,"Laufenburg",128,"Schwaderloch",NA,"","Commune","Municipality","",""
129,223,"CHE","Switzerland",1,"Aargau",6,"Laufenburg",129,"Sisseln",NA,"","Commune","Municipality","",""
130,223,"CHE","Switzerland",1,"Aargau",6,"Laufenburg",130,"Sulz",NA,"","Commune","Municipality","",""
131,223,"CHE","Switzerland",1,"Aargau",6,"Laufenburg",131,"Ueken",NA,"","Commune","Municipality","",""
132,223,"CHE","Switzerland",1,"Aargau",6,"Laufenburg",132,"Wölflinswil",NA,"","Commune","Municipality","",""
133,223,"CHE","Switzerland",1,"Aargau",6,"Laufenburg",133,"Wil",NA,"","Commune","Municipality","",""
134,223,"CHE","Switzerland",1,"Aargau",6,"Laufenburg",134,"Wittnau",NA,"","Commune","Municipality","",""
135,223,"CHE","Switzerland",1,"Aargau",6,"Laufenburg",135,"Zeihen",NA,"","Commune","Municipality","",""
136,223,"CHE","Switzerland",1,"Aargau",7,"Lenzburg",136,"Ammerswil",NA,"","Commune","Municipality","",""
137,223,"CHE","Switzerland",1,"Aargau",7,"Lenzburg",137,"Boniswil",NA,"","Commune","Municipality","",""
138,223,"CHE","Switzerland",1,"Aargau",7,"Lenzburg",138,"Brunegg",NA,"","Commune","Municipality","",""
139,223,"CHE","Switzerland",1,"Aargau",7,"Lenzburg",139,"Dintikon",NA,"","Commune","Municipality","",""
140,223,"CHE","Switzerland",1,"Aargau",7,"Lenzburg",140,"Egliswil",NA,"","Commune","Municipality","",""
141,223,"CHE","Switzerland",1,"Aargau",7,"Lenzburg",141,"Fahrwangen",NA,"","Commune","Municipality","",""
142,223,"CHE","Switzerland",1,"Aargau",7,"Lenzburg",142,"Hallwil",NA,"","Commune","Municipality","",""
143,223,"CHE","Switzerland",1,"Aargau",7,"Lenzburg",143,"Hendschiken",NA,"","Commune","Municipality","",""
144,223,"CHE","Switzerland",1,"Aargau",7,"Lenzburg",144,"Holderbank",NA,"","Commune","Municipality","",""
145,223,"CHE","Switzerland",1,"Aargau",7,"Lenzburg",145,"Hunzenschwil",NA,"","Commune","Municipality","",""
146,223,"CHE","Switzerland",1,"Aargau",7,"Lenzburg",146,"Lenzburg",NA,"","Commune","Municipality","",""
147,223,"CHE","Switzerland",1,"Aargau",7,"Lenzburg",147,"Möriken-Wildegg",NA,"","Commune","Municipality","",""
148,223,"CHE","Switzerland",1,"Aargau",7,"Lenzburg",148,"Meisterschwanden",NA,"","Commune","Municipality","",""
149,223,"CHE","Switzerland",1,"Aargau",7,"Lenzburg",149,"Niederlenz",NA,"","Commune","Municipality","",""
150,223,"CHE","Switzerland",1,"Aargau",7,"Lenzburg",150,"Othmarsingen",NA,"","Commune","Municipality","",""
151,223,"CHE","Switzerland",1,"Aargau",7,"Lenzburg",151,"Rupperswil",NA,"","Commune","Municipality","",""
152,223,"CHE","Switzerland",1,"Aargau",7,"Lenzburg",152,"Schafisheim",NA,"","Commune","Municipality","",""
153,223,"CHE","Switzerland",1,"Aargau",7,"Lenzburg",153,"Seengen",NA,"","Commune","Municipality","",""
154,223,"CHE","Switzerland",1,"Aargau",7,"Lenzburg",154,"Seon",NA,"","Commune","Municipality","",""
155,223,"CHE","Switzerland",1,"Aargau",7,"Lenzburg",155,"Staufen",NA,"","Commune","Municipality","",""
156,223,"CHE","Switzerland",1,"Aargau",8,"Muri",156,"Abtwil",NA,"","Commune","Municipality","",""
157,223,"CHE","Switzerland",1,"Aargau",8,"Muri",157,"Aristau",NA,"","Commune","Municipality","",""
158,223,"CHE","Switzerland",1,"Aargau",8,"Muri",158,"Auw",NA,"","Commune","Municipality","",""
159,223,"CHE","Switzerland",1,"Aargau",8,"Muri",159,"Bünzen",NA,"","Commune","Municipality","",""
160,223,"CHE","Switzerland",1,"Aargau",8,"Muri",160,"Beinwil",NA,"","Commune","Municipality","",""
161,223,"CHE","Switzerland",1,"Aargau",8,"Muri",161,"Benzenschwil",NA,"","Commune","Municipality","",""
162,223,"CHE","Switzerland",1,"Aargau",8,"Muri",162,"Besenbüren",NA,"","Commune","Municipality","",""
163,223,"CHE","Switzerland",1,"Aargau",8,"Muri",163,"Bettwil",NA,"","Commune","Municipality","",""
164,223,"CHE","Switzerland",1,"Aargau",8,"Muri",164,"Boswil",NA,"","Commune","Municipality","",""
165,223,"CHE","Switzerland",1,"Aargau",8,"Muri",165,"Buttwil",NA,"","Commune","Municipality","",""
166,223,"CHE","Switzerland",1,"Aargau",8,"Muri",166,"Dietwil",NA,"","Commune","Municipality","",""
167,223,"CHE","Switzerland",1,"Aargau",8,"Muri",167,"Geltwil",NA,"","Commune","Municipality","",""
168,223,"CHE","Switzerland",1,"Aargau",8,"Muri",168,"Kallern",NA,"","Commune","Municipality","",""
169,223,"CHE","Switzerland",1,"Aargau",8,"Muri",169,"Mühlau",NA,"","Commune","Municipality","",""
170,223,"CHE","Switzerland",1,"Aargau",8,"Muri",170,"Merenschwand",NA,"","Commune","Municipality","",""
171,223,"CHE","Switzerland",1,"Aargau",8,"Muri",171,"Muri",NA,"","Commune","Municipality","",""
172,223,"CHE","Switzerland",1,"Aargau",8,"Muri",172,"Oberrüti",NA,"","Commune","Municipality","",""
173,223,"CHE","Switzerland",1,"Aargau",8,"Muri",173,"Rottenschwil",NA,"","Commune","Municipality","",""
174,223,"CHE","Switzerland",1,"Aargau",8,"Muri",174,"Sins",NA,"","Commune","Municipality","",""
175,223,"CHE","Switzerland",1,"Aargau",8,"Muri",175,"Waltenschwil",NA,"","Commune","Municipality","",""
176,223,"CHE","Switzerland",1,"Aargau",9,"Rheinfelden",176,"Hellikon",NA,"","Commune","Municipality","",""
177,223,"CHE","Switzerland",1,"Aargau",9,"Rheinfelden",177,"Kaiseraugst",NA,"","Commune","Municipality","",""
178,223,"CHE","Switzerland",1,"Aargau",9,"Rheinfelden",178,"Möhlin",NA,"","Commune","Municipality","",""
179,223,"CHE","Switzerland",1,"Aargau",9,"Rheinfelden",179,"Magden",NA,"","Commune","Municipality","",""
180,223,"CHE","Switzerland",1,"Aargau",9,"Rheinfelden",180,"Mumpf",NA,"","Commune","Municipality","",""
181,223,"CHE","Switzerland",1,"Aargau",9,"Rheinfelden",181,"Obermumpf",NA,"","Commune","Municipality","",""
182,223,"CHE","Switzerland",1,"Aargau",9,"Rheinfelden",182,"Olsberg",NA,"","Commune","Municipality","",""
183,223,"CHE","Switzerland",1,"Aargau",9,"Rheinfelden",183,"Rheinfelden",NA,"","Commune","Municipality","",""
184,223,"CHE","Switzerland",1,"Aargau",9,"Rheinfelden",184,"Schupfart",NA,"","Commune","Municipality","",""
185,223,"CHE","Switzerland",1,"Aargau",9,"Rheinfelden",185,"Stein",NA,"","Commune","Municipality","",""
186,223,"CHE","Switzerland",1,"Aargau",9,"Rheinfelden",186,"Wallbach",NA,"","Commune","Municipality","",""
187,223,"CHE","Switzerland",1,"Aargau",9,"Rheinfelden",187,"Wegenstetten",NA,"","Commune","Municipality","",""
188,223,"CHE","Switzerland",1,"Aargau",9,"Rheinfelden",188,"Zeiningen",NA,"","Commune","Municipality","",""
189,223,"CHE","Switzerland",1,"Aargau",9,"Rheinfelden",189,"Zuzgen",NA,"","Commune","Municipality","",""
190,223,"CHE","Switzerland",1,"Aargau",10,"Zofingen",190,"Aarburg",NA,"","Commune","Municipality","",""
191,223,"CHE","Switzerland",1,"Aargau",10,"Zofingen",191,"Attelwil",NA,"","Commune","Municipality","",""
192,223,"CHE","Switzerland",1,"Aargau",10,"Zofingen",192,"Bottenwil",NA,"","Commune","Municipality","",""
193,223,"CHE","Switzerland",1,"Aargau",10,"Zofingen",193,"Brittnau",NA,"","Commune","Municipality","",""
194,223,"CHE","Switzerland",1,"Aargau",10,"Zofingen",194,"Kölliken",NA,"","Commune","Municipality","",""
195,223,"CHE","Switzerland",1,"Aargau",10,"Zofingen",195,"Kirchleerau",NA,"","Commune","Municipality","",""
196,223,"CHE","Switzerland",1,"Aargau",10,"Zofingen",196,"Moosleerau",NA,"","Commune","Municipality","",""
197,223,"CHE","Switzerland",1,"Aargau",10,"Zofingen",197,"Murgenthal",NA,"","Commune","Municipality","",""
198,223,"CHE","Switzerland",1,"Aargau",10,"Zofingen",198,"Oftringen",NA,"","Commune","Municipality","",""
199,223,"CHE","Switzerland",1,"Aargau",10,"Zofingen",199,"Reitnau",NA,"","Commune","Municipality","",""
200,223,"CHE","Switzerland",1,"Aargau",10,"Zofingen",200,"Rothrist",NA,"","Commune","Municipality","",""
201,223,"CHE","Switzerland",1,"Aargau",10,"Zofingen",201,"Safenwil",NA,"","Commune","Municipality","",""
202,223,"CHE","Switzerland",1,"Aargau",10,"Zofingen",202,"Staffelbach",NA,"","Commune","Municipality","",""
203,223,"CHE","Switzerland",1,"Aargau",10,"Zofingen",203,"Strengelbach",NA,"","Commune","Municipality","",""
204,223,"CHE","Switzerland",1,"Aargau",10,"Zofingen",204,"Uerkheim",NA,"","Commune","Municipality","",""
205,223,"CHE","Switzerland",1,"Aargau",10,"Zofingen",205,"Vordemwald",NA,"","Commune","Municipality","",""
206,223,"CHE","Switzerland",1,"Aargau",10,"Zofingen",206,"Wiliberg",NA,"","Commune","Municipality","",""
207,223,"CHE","Switzerland",1,"Aargau",10,"Zofingen",207,"Zofingen",NA,"","Commune","Municipality","",""
208,223,"CHE","Switzerland",1,"Aargau",11,"Zurzach",208,"Böbikon",NA,"","Commune","Municipality","",""
209,223,"CHE","Switzerland",1,"Aargau",11,"Zurzach",209,"Böttstein",NA,"","Commune","Municipality","",""
210,223,"CHE","Switzerland",1,"Aargau",11,"Zurzach",210,"Baldingen",NA,"","Commune","Municipality","",""
211,223,"CHE","Switzerland",1,"Aargau",11,"Zurzach",211,"Döttingen",NA,"","Commune","Municipality","",""
212,223,"CHE","Switzerland",1,"Aargau",11,"Zurzach",212,"Endingen",NA,"","Commune","Municipality","",""
213,223,"CHE","Switzerland",1,"Aargau",11,"Zurzach",213,"Fisibach",NA,"","Commune","Municipality","",""
214,223,"CHE","Switzerland",1,"Aargau",11,"Zurzach",214,"Full-Reuenthal",NA,"","Commune","Municipality","",""
215,223,"CHE","Switzerland",1,"Aargau",11,"Zurzach",215,"Kaiserstuhl",NA,"","Commune","Municipality","",""
216,223,"CHE","Switzerland",1,"Aargau",11,"Zurzach",216,"Klingnau",NA,"","Commune","Municipality","",""
217,223,"CHE","Switzerland",1,"Aargau",11,"Zurzach",217,"Koblenz",NA,"","Commune","Municipality","",""
218,223,"CHE","Switzerland",1,"Aargau",11,"Zurzach",218,"Leibstadt",NA,"","Commune","Municipality","",""
219,223,"CHE","Switzerland",1,"Aargau",11,"Zurzach",219,"Lengnau",NA,"","Commune","Municipality","",""
220,223,"CHE","Switzerland",1,"Aargau",11,"Zurzach",220,"Leuggern",NA,"","Commune","Municipality","",""
221,223,"CHE","Switzerland",1,"Aargau",11,"Zurzach",221,"Mellikon",NA,"","Commune","Municipality","",""
222,223,"CHE","Switzerland",1,"Aargau",11,"Zurzach",222,"Rümikon",NA,"","Commune","Municipality","",""
223,223,"CHE","Switzerland",1,"Aargau",11,"Zurzach",223,"Rekingen",NA,"","Commune","Municipality","",""
224,223,"CHE","Switzerland",1,"Aargau",11,"Zurzach",224,"Rietheim",NA,"","Commune","Municipality","",""
225,223,"CHE","Switzerland",1,"Aargau",11,"Zurzach",225,"Schneisingen",NA,"","Commune","Municipality","",""
226,223,"CHE","Switzerland",1,"Aargau",11,"Zurzach",226,"Siglistorf",NA,"","Commune","Municipality","",""
227,223,"CHE","Switzerland",1,"Aargau",11,"Zurzach",227,"Tegerfelden",NA,"","Commune","Municipality","",""
228,223,"CHE","Switzerland",1,"Aargau",11,"Zurzach",228,"Unterendingen",NA,"","Commune","Municipality","",""
229,223,"CHE","Switzerland",1,"Aargau",11,"Zurzach",229,"Wislikofen",NA,"","Commune","Municipality","",""
230,223,"CHE","Switzerland",1,"Aargau",11,"Zurzach",230,"Zurzach",NA,"","Commune","Municipality","",""
231,223,"CHE","Switzerland",2,"Appenzell Ausserrhoden",12,"Appenzell Ausserrhoden",231,"Bühler",NA,"","Commune","Municipality","",""
232,223,"CHE","Switzerland",2,"Appenzell Ausserrhoden",12,"Appenzell Ausserrhoden",232,"Gais",NA,"","Commune","Municipality","",""
233,223,"CHE","Switzerland",2,"Appenzell Ausserrhoden",12,"Appenzell Ausserrhoden",233,"Grub",NA,"","Commune","Municipality","",""
234,223,"CHE","Switzerland",2,"Appenzell Ausserrhoden",12,"Appenzell Ausserrhoden",234,"Heiden",NA,"","Commune","Municipality","",""
235,223,"CHE","Switzerland",2,"Appenzell Ausserrhoden",12,"Appenzell Ausserrhoden",235,"Herisau",NA,"","Commune","Municipality","",""
236,223,"CHE","Switzerland",2,"Appenzell Ausserrhoden",12,"Appenzell Ausserrhoden",236,"Hundwil",NA,"","Commune","Municipality","",""
